"variable","metrica","mejor_locomotora","mejor_valor","peor_locomotora","peor_valor","diferencia_abs","diferencia_porcentaje","interpretacion"
"Carbón (kg/km)","media","MZA 1701",12.34,"MZA 1801",38.71,26.37,213.7,"menor es mejor"
