"variable","metrica","mejor_locomotora","mejor_valor","peor_locomotora","peor_valor","diferencia_abs","diferencia_porcentaje","interpretacion"
"Carbón (kg/km)","cv_porcentaje","AND240-4253",47,"RN141-2106",86,39,83,"menor es mejor"
