"variable","metrica","mejor_locomotora","mejor_valor","peor_locomotora","peor_valor","diferencia_abs","diferencia_porcentaje","interpretacion"
"Agua (L/km)","cv_porcentaje","AND240-4253",34.2,"MZA 1801",87.6,53.4,156.1,"menor es mejor"
