"variable","metrica","mejor_locomotora","mejor_valor","peor_locomotora","peor_valor","diferencia_abs","diferencia_porcentaje","interpretacion"
"Velocidad (km/h)","media","MZA 1801",47.83,"AND240-4253",43.49,4.34,10,"mayor es mejor"
