"variable","metrica","mejor_locomotora","mejor_valor","peor_locomotora","peor_valor","diferencia_abs","diferencia_porcentaje","interpretacion"
"Agua (L/km)","media","RN141-2106",133.88,"AND240-4253",277.83,143.95,107.5,"menor es mejor"
